,channelGrouping,date,fullVisitorId,sessionId,socialEngagementType,visitId,visitNumber,visitStartTime,device.browser,device.browserVersion,device.browserSize,device.operatingSystem,device.operatingSystemVersion,device.isMobile,device.mobileDeviceBranding,device.mobileDeviceModel,device.mobileInputSelector,device.mobileDeviceInfo,device.mobileDeviceMarketingName,device.flashVersion,device.language,device.screenColors,device.screenResolution,device.deviceCategory,geoNetwork.continent,geoNetwork.subContinent,geoNetwork.country,geoNetwork.region,geoNetwork.metro,geoNetwork.city,geoNetwork.cityId,geoNetwork.networkDomain,geoNetwork.latitude,geoNetwork.longitude,geoNetwork.networkLocation,totals.visits,totals.hits,totals.pageviews,totals.newVisits,totals.bounces,totals.transactionRevenue,trafficSource.campaign,trafficSource.source,trafficSource.medium,trafficSource.keyword,trafficSource.adwordsClickInfo.criteriaParameters,trafficSource.referralPath,trafficSource.isTrueDirect,trafficSource.adwordsClickInfo.page,trafficSource.adwordsClickInfo.slot,trafficSource.adwordsClickInfo.gclId,trafficSource.adwordsClickInfo.adNetworkType,trafficSource.adwordsClickInfo.isVideoAd,trafficSource.adContent
100,Social,20170213,8509303560029485617,8509303560029485617_1486973365,Not Socially Engaged,1486973365,1,1486973365,Safari,not available in demo dataset,not available in demo dataset,Linux,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Asia,Southern Asia,India,Delhi,(not set),(not set),not available in demo dataset,unknown.unknown,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,2,2,1,,,(not set),youtube.com,referral,,not available in demo dataset,/yt/about/en-GB/,,,,,,,
101,Display,20170511,5310510352998398502,5310510352998398502_1494489870,Not Socially Engaged,1494489870,2,1494489870,Safari,not available in demo dataset,not available in demo dataset,iOS,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,tablet,Americas,Northern America,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,verizon.net,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,,1,,(not set),dfa,cpm,,not available in demo dataset,,,,,,,,
102,Referral,20160912,6479179157996081584,6479179157996081584_1473717189,Not Socially Engaged,1473717189,1,1473717189,Chrome,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Americas,Northern America,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,2,2,1,,,(not set),hangouts.google.com,referral,,not available in demo dataset,/hangouts/_/cloudbakers.com/discuss-boulder,,,,,,,
103,Referral,20160912,650160476379342922,650160476379342922_1473698824,Not Socially Engaged,1473698824,129,1473698824,Chrome,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Americas,Northern America,United States,Illinois,Chicago IL,Chicago,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,not available in demo dataset,1,4,2,,,,(not set),mall.googleplex.com,referral,,not available in demo dataset,/,True,,,,,,
104,Social,20161022,0309135703300984105,0309135703300984105_1477149664,Not Socially Engaged,1477149664,1,1477149664,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Asia,Southeast Asia,Thailand,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,3bb.co.th,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,1,1,,(not set),youtube.com,referral,,not available in demo dataset,/yt/about/th/,,,,,,,
105,Social,20161022,0210091606067357658,0210091606067357658_1477204450,Not Socially Engaged,1477204450,1,1477204450,Chrome,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,Asia,Southeast Asia,Thailand,Bangkok,(not set),Bangkok,not available in demo dataset,3bb.co.th,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,1,1,,(not set),youtube.com,referral,,not available in demo dataset,/yt/about/th/,,,,,,,
106,Social,20161022,7229007136903003024,7229007136903003024_1477180969,Not Socially Engaged,1477180969,1,1477180969,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Americas,South America,Argentina,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,speedy.com.ar,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,3,3,1,,,(not set),youtube.com,referral,,not available in demo dataset,/yt/about/es/,,,,,,,
107,Organic Search,20160824,2132069339514836946,2132069339514836946_1472106058,Not Socially Engaged,1472106058,3,1472106058,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Americas,Northern America,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,cox.net,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,17,12,,,,(not set),google,organic,(not provided),not available in demo dataset,,True,,,,,,
108,Direct,20160824,5060105941073915671,5060105941073915671_1472068448,Not Socially Engaged,1472068448,1,1472068448,Edge,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Europe,Northern Europe,United Kingdom,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,plus.net,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,1,1,,(not set),(direct),(none),,not available in demo dataset,,True,,,,,,
109,Direct,20160824,4405425775624252412,4405425775624252412_1472051826,Not Socially Engaged,1472051826,1,1472051826,Safari,not available in demo dataset,not available in demo dataset,iOS,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,Americas,Northern America,United States,California,San Francisco-Oakland-San Jose CA,San Francisco,not available in demo dataset,spcsdns.net,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,1,1,,(not set),(direct),(none),,not available in demo dataset,,True,,,,,,
110,Direct,20160824,2771195635713751669,2771195635713751669_1472033717,Not Socially Engaged,1472033717,1,1472033717,Safari,not available in demo dataset,not available in demo dataset,iOS,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,tablet,Oceania,Australasia,Australia,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,dodo.net.au,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,1,1,,(not set),(direct),(none),,not available in demo dataset,,True,,,,,,
